"departement","commune","unit.type","location","latitude","longitude","start.date","sheep.measuring.units","sheep.susceptible","sheep.cases","sheep.deaths","sheep.destroyed","sheep.slaughtered","cattle.measuring.units","cattle.susceptible","cattle.cases","cattle.deaths","cattle.destroyed","cattle.slaughtered","goat.measuring.units","goat.susceptible","goat.cases","goat.deaths","goat.destroyed","goat.slaughtered","remark"
"VOSGES","EPINAL","Farm","EPINAL","48.183333","6.45","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","Hammeville","Farm","Hammeville","48.5","6.066667","22/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Baons-le-Comte","Farm","Baons-le-Comte","49.65","0.783333","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","MOULISMES","Farm","MOULISMES","46.333333","0.816667","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Saint-Bonnet-de-Bellac","Farm","Saint-Bonnet-de-Bellac n°1","46.166667","0.95","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Chaillac","Farm","Chaillac","46.433333","1.3","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"BAS-RHIN","Lochwiller","Farm","Lochwiller","48.7","7.416667","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Méobecq","Farm","Méobecq","46.733333","1.416667","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","Sarcey","Farm","Sarcey","48.05","5.3","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","Châtenay-Vaudin","Farm","Châtenay-Vaudin","47.85","5.45","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","Coupelle-Vieille","Farm","Coupelle-Vieille","50.533333","2.1","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","Châtenay-Vaudin","Farm","Châtenay-Vaudin n°1","47.85","5.45","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Saint-Priest-Ligoure","Farm","Saint-Priest-Ligoure","45.65","1.3","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","Mazingarbe","Farm","Mazingarbe","50.466667","2.7","22/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","Grosville","Farm","Grosville","49.5","-1.75","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VOSGES","Saint-Pierremont","Farm","Saint-Pierremont","48.433333","6.583333","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Bagneux","Farm","Bagneux","47.183333","1.75","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Beuzeville-la-Grenier","Farm","Beuzeville-la-Grenier","49.6","0.433333","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","Villiers-le-Sec","Farm","Villiers-le-Sec","48.1","5.066667","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"BAS-RHIN","Rimsdorf","Farm","Rimsdorf","48.933333","7.133333","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","LE VIGEANT","Farm","LE VIGEANT","46.233333","0.65","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Heugleville-sur-Scie","Farm","Heugleville-sur-Scie","49.733333","1.1","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Prétot-Vicquemare","Farm","Prétot-Vicquemare","49.733333","0.85","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VOSGES","Autrey","Farm","Autrey","48.3","6.683333","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","Saint-Georges-d'Elle","Farm","Saint-Georges-d'Elle","49.15","-0.966667","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","Champigny-sous-Varennes","Farm","Champigny-sous-Varennes","47.866667","5.65","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VOSGES","Autigny-la-Tour","Farm","Autigny-la-Tour","48.4","5.766667","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CALVADOS","Le Reculey","Farm","Le Reculey","48.916667","-0.85","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Saint-Martin-de-Lamps","Farm","Saint-Martin-de-Lamps","46.983333","1.516667","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Thenay","Farm","Thenay","46.633333","1.433333","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Saint-Ouen-sur-Gartempe","Farm","Saint-Ouen-sur-Gartempe","46.166667","1.066667","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Thiat","Farm","Thiat","46.266667","0.966667","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Bussière-Poitevine","Farm","Bussière-Poitevine","46.233333","0.916667","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-SAÔNE","Ormoy","Farm","Ormoy","47.883333","5.983333","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Bolleville","Farm","Bolleville","49.6","0.566667","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Saint-Clair-sur-les-Monts","Farm","Saint-Clair-sur-les-Monts","49.6","0.8","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SOMME","Saint-Germain-sur-Bresle","Farm","Saint-Germain-sur-Bresle","49.833333","1.733333","22/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","VERRIERES","Farm","VERRIERES","46.416667","0.6","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"BAS-RHIN","Schillersdorf","Farm","Schillersdorf","48.866667","7.516667","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Saint-Hilaire-sur-Bénaize","Farm","Saint-Hilaire-sur-Bénaize","46.566667","1.083333","22/02/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Nuret-le-Ferron","Farm","Nuret-le-Ferron","46.666667","1.433333","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Ciron","Farm","Ciron","46.616667","1.25","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CÔTE-D'OR","Frôlois","Farm","Frôlois","47.533333","4.633333","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","Bricquebec","Farm","Bricquebec","49.466667","-1.633333","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","Audruicq","Farm","Audruicq","50.883333","2.083333","22/02/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","Saint-Denoeux","Farm","Saint-Denoeux","50.466667","1.9","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Roussac","Farm","Roussac","46.083333","1.2","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Saint-Bonnet-de-Bellac","Farm","Saint-Bonnet-de-Bellac n°2","46.166667","0.95","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NORD","Honnechy","Farm","Honnechy","50.066667","3.45","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","Mont-Bonvillers","Farm","Mont-Bonvillers","49.333333","5.85","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VOSGES","Senaide","Farm","Senaide","47.966667","5.8","22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Hermanville","Farm","Hermanville","49.816667","0.983333","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"YONNE","Angely","Farm","Angely","47.566667","4.016667","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MOSELLE","Fraquelfing","Farm","Fraquelfing","48.633333","6.983333","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NIÈVRE","Saint-Saulge","Farm","Saint-Saulge","47.1","3.5","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","Audincthun","Farm","Audincthun","50.583333","2.066667","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHARENTE","Brigueuil","Farm","Brigueuil","45.95308","0.85879","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Coussay-les-Bois","Farm","Coussay-les-Bois","46.8","0.75","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Thollet","Farm","Thollet","46.42108","1.12298","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Nérignac","Farm","Nérignac","46.3","0.733333","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","L'Isle-Jourdain","Farm","L'Isle-Jourdain n°2","46.233333","0.683333","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Luchapt","Farm","Luchapt","46.016667","0.783333","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CALVADOS","Saint-Jean-le-Blanc","Farm","Saint-Jean-le-Blanc","48.933333","-0.65","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Arnac-la-Poste","Farm","Arnac-la-Poste","46.266667","1.383333","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Availles-Limouzine","Farm","Availles-Limouzine","46.116667","0.65","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Asnières-sur-Blour","Farm","Asnières-sur-Blour","46.166667","0.8","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","L'Isle-Jourdain","Farm","L'Isle-Jourdain n°1","46.233333","0.683333","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","La Trimouille","Farm","La Trimouille n°1","46.466667","1.05","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Liglet","Farm","Liglet","46.516667","1.083333","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"YONNE","Chablis","Farm","Chablis","47.816667","3.8","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","L'Étang-Bertrand","Farm","L'Étang-Bertrand","49.466667","-1.558333","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CALVADOS","Saint-Gâtien-des-Bois","Farm","Saint-Gâtien-des-Bois","49.35","0.183333","23/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Brigueil-le-Chantre","Farm","Brigueil-le-Chantre n°1","46.4","1.083333","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Montmorillon","Farm","Montmorillon","46.433333","0.866667","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHARENTE","Abzac","Farm","Abzac","46.1","0.7","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Vernon","Farm","Vernon","46.45","0.483333","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MOSELLE","Foulcrey","Farm","Foulcrey","48.633333","6.866667","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Brigueil-le-Chantre","Farm","Brigueil-le-Chantre n°2","46.4","1.083333","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","Tourlaville","Farm","Tourlaville","49.633333","-1.566667","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Mazerolles","Farm","Mazerolles","46.4","0.683333","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Beaurepaire","Farm","Beaurepaire","49.666667","0.216667","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Adriers","Farm","Adriers","46.25","0.8","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","Brunehamel","Farm","Brunehamel","49.766667","4.183333","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Payroux","Farm","Payroux","46.216667","0.483333","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Moulismes","Farm","Moulismes","46.333333","0.816667","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","Chézy-en-Orxois","Farm","Chézy-en-Orxois","49.133333","3.183333","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NIÈVRE","VERNEUIL","Farm","VERNEUIL","46.866667","3.55","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"YONNE","Magny","Farm","Magny","47.48414","3.98098","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CALVADOS","Cossesseville","Farm","Cossesseville","48.9","-0.416667","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Le Vigeant","Farm","Le Vigeant","46.233333","0.65","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","La Trimouille","Farm","La Trimouille n°2","46.466667","1.05","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"ARDENNES","Fromy","Farm","Fromy","49.6","5.25","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","Saint-André-de-Bohon","Farm","Saint-André-de-Bohon","49.233333","-1.25","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Chauvigny","Farm","Chauvigny","46.566667","0.65","23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Arnac-la-Poste","Farm","Arnac-la-Poste n°2","46.266667","1.383333","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE-ET-LOIRE","Sainte-Maure-de-Touraine","Farm","Sainte-Maure-de-Touraine","47.1","0.616667","24/02/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Magnac-Laval","Farm","Magnac-Laval","46.216667","1.166667","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","Ronchères","Farm","Ronchères","49.15","3.6","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","Frévent","Farm","Frévent","50.266667","2.283333","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NIÈVRE","Marigny-l'Église","Farm","Marigny-l'Église","47.366667","3.933333","24/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHER","Osmoy","Farm","Osmoy","47.066667","2.516667","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE-ET-LOIRE","La Celle-Guénand","Farm","La Celle-Guénand","46.933333","0.9","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Saint-Léger-Magnazeix","Farm","Saint-Léger-Magnazeix n°2","46.283333","1.25","24/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Peyrat-de-Bellac","Farm","Peyrat-de-Bellac","46.15","1.033333","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEUSE","Rupt-devant-Saint-Mihiel","Farm","Rupt-devant-Saint-Mihiel","48.883333","5.416667","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Saint-Sornin-Leulac","Farm","Saint-Sornin-Leulac","46.2","1.3","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","QUIBOU","Farm","QUIBOU","49.066667","-1.2","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Arnac-la-Poste","Farm","Arnac-la-Poste n°1","46.266667","1.383333","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NIÈVRE","Marzy","Farm","Marzy","46.983333","3.1","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SAÔNE-ET-LOIRE","Chaudenay","Farm","Chaudenay","46.916667","4.783333","24/02/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,"Affected Population"
"YONNE","Vault-de-Lugny","Farm","Vault-de-Lugny","47.5","3.85","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Saint-Sulpice-les-Feuilles","Farm","Saint-Sulpice-les-Feuilles","46.316667","1.366667","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","Fluquières","Farm","Fluquières","49.8","3.15","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VOSGES","Basse-sur-le-Rupt","Farm","Basse-sur-le-Rupt","47.983333","6.75","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"BAS-RHIN","Schleithal","Farm","Schleithal","48.983333","8.033333","24/02/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Blanzac","Farm","Blanzac","46.133333","1.116667","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","La Croix-sur-Gartempe","Farm","La Croix-sur-Gartempe","46.166667","0.983333","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NORD","Le Doulieu","Farm","Le Doulieu","50.683333","2.716667","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Saint-Léger-Magnazeix","Farm","Saint-Léger-Magnazeix n°1","46.283333","1.25","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Arnac-la-Poste","Farm","Arnac-la-Poste","46.266667","1.383333","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"YONNE","Tannerre-en-Puisaye","Farm","Tannerre-en-Puisaye","47.733333","3.133333","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","PRESSAC","Farm","PRESSAC","46.116667","0.566667","24/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Mailhac-sur-Benaize","Farm","Mailhac-sur-Benaize","46.333333","1.333333","25/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
